parcel_address_reg,parcel_address_prv,parcel_address_mun,parcel_address_brgy,Rainfed Upland_parcelno,Irrigated_parcelno,Rainfed Lowland_parcelno,Undefined_parcelno,All ecosystem_parcelno,Rainfed Upland_farmerno,Irrigated_farmerno,Rainfed Lowland_farmerno,Undefined_farmerno,All ecosystem_farmerno,Rainfed Upland_area,Irrigated_area,Rainfed Lowland_area,Undefined_area,All ecosystem_area
BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),LANAO DEL SUR,BUTIG,RAYA,2,4,8,NA,14,2,4,8,NA,14,0.26,1.55,1.73,NA,3.54
BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),LANAO DEL SUR,BUTIG,SAMER,9,3,29,NA,41,9,3,28,NA,40,4.619,1.06,14.88,NA,20.559
BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),LANAO DEL SUR,BUTIG,SANDABMADAYA,NA,55,NA,NA,55,NA,55,NA,NA,55,NA,31.04,NA,NA,31.04
BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),LANAO DEL SUR,BUTIG,SUNDIG,4,8,8,NA,20,4,8,8,NA,20,2.12,3.91,5.63,NA,11.66
BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),LANAO DEL SUR,CALANOGAS,BUBONGARANAO,3,NA,NA,NA,3,3,NA,NA,NA,3,12.266,NA,NA,NA,12.266
BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),LANAO DEL SUR,CALANOGAS,INOMA,4,NA,NA,NA,4,4,NA,NA,NA,4,13.2322,NA,NA,NA,13.2322
BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),LANAO DEL SUR,CALANOGAS,PANGGAWALUPA,49,1,1,NA,51,49,1,1,NA,51,50.707,1.9,0,NA,52.607
BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),LANAO DEL SUR,CALANOGAS,PIKSAN,1,NA,NA,NA,1,1,NA,NA,NA,1,0.7574,NA,NA,NA,0.7574
BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),LANAO DEL SUR,DITSAAN-RAMAIN,BARIMBINGAN,4,NA,6,NA,10,4,NA,6,NA,10,6.85,NA,4.02,NA,10.87
BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),LANAO DEL SUR,DITSAAN-RAMAIN,BAYABAO,NA,NA,11,NA,11,NA,NA,11,NA,11,NA,NA,13.6,NA,13.6
BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),LANAO DEL SUR,DITSAAN-RAMAIN,BUAYAANLILOD,NA,NA,21,NA,21,NA,NA,19,NA,19,NA,NA,13.9,NA,13.9
BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),LANAO DEL SUR,DITSAAN-RAMAIN,BUAYAANMADANDING,NA,NA,6,NA,6,NA,NA,6,NA,6,NA,NA,3.23,NA,3.23
BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),LANAO DEL SUR,DITSAAN-RAMAIN,BUAYAANRAYA,NA,NA,1,NA,1,NA,NA,1,NA,1,NA,NA,0.38,NA,0.38
BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),LANAO DEL SUR,DITSAAN-RAMAIN,DADO,NA,NA,8,NA,8,NA,NA,8,NA,8,NA,NA,3.71,NA,3.71
BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),LANAO DEL SUR,DITSAAN-RAMAIN,DANGIMPRAMPIAI,NA,NA,10,NA,10,NA,NA,10,NA,10,NA,NA,7.75,NA,7.75
BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),LANAO DEL SUR,DITSAAN-RAMAIN,DILAUSAN,NA,NA,30,NA,30,NA,NA,30,NA,30,NA,NA,16.44,NA,16.44
BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),LANAO DEL SUR,DITSAAN-RAMAIN,GADONGAN,NA,NA,46,NA,46,NA,NA,45,NA,45,NA,NA,34.38,NA,34.38
BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),LANAO DEL SUR,DITSAAN-RAMAIN,LINAMON,NA,NA,3,NA,3,NA,NA,2,NA,2,NA,NA,1.03,NA,1.03
BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),LANAO DEL SUR,DITSAAN-RAMAIN,PAGALONGANGINAOPAN,NA,2,NA,NA,2,NA,2,NA,NA,2,NA,0.56,NA,NA,0.56
BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),LANAO DEL SUR,DITSAAN-RAMAIN,PAGALONGANMASIOON,NA,NA,1,NA,1,NA,NA,1,NA,1,NA,NA,0.36,NA,0.36
BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),LANAO DEL SUR,DITSAAN-RAMAIN,PAGALONGANPROPER,NA,12,4,NA,16,NA,12,4,NA,16,NA,11.610000000000001,2.77,NA,14.38
BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),LANAO DEL SUR,DITSAAN-RAMAIN,POLO,NA,NA,14,NA,14,NA,NA,14,NA,14,NA,NA,4.62,NA,4.62
BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),LANAO DEL SUR,DITSAAN-RAMAIN,RANTIAN,2,NA,62,NA,64,2,NA,62,NA,64,2.3,NA,40.231,NA,42.531
BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),LANAO DEL SUR,GANASSI,BALINTAD,NA,NA,2,NA,2,NA,NA,2,NA,2,NA,NA,0.6841,NA,0.6841
BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),LANAO DEL SUR,GANASSI,BALINTADA,NA,NA,NA,1,1,NA,NA,NA,1,1,NA,NA,NA,0,0
BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),LANAO DEL SUR,GANASSI,BARORAO,1,NA,NA,NA,1,1,NA,NA,NA,1,0.6362,NA,NA,NA,0.6362
BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),LANAO DEL SUR,GANASSI,BATOBATORAY,6,1,NA,NA,7,6,1,NA,NA,7,2.6093,0.4072,NA,NA,3.0165
BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),LANAO DEL SUR,GANASSI,BAYA,3,NA,NA,NA,3,3,NA,NA,NA,3,1.2073999999999998,NA,NA,NA,1.2073999999999998
BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),LANAO DEL SUR,GANASSI,CAMPONGSABELA,NA,NA,2,NA,2,NA,NA,2,NA,2,NA,NA,1.3005,NA,1.3005
BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),LANAO DEL SUR,GANASSI,CAMPONGARAYA,1,NA,NA,NA,1,1,NA,NA,NA,1,0.6235,NA,NA,NA,0.6235
BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),LANAO DEL SUR,GANASSI,GADONGAN,8,NA,NA,NA,8,8,NA,NA,NA,8,3.1591,NA,NA,NA,3.1591
BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),LANAO DEL SUR,GANASSI,GUI,16,NA,NA,NA,16,16,NA,NA,NA,16,11.3066,NA,NA,NA,11.3066
BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),LANAO DEL SUR,GANASSI,LUMBACAINGUD,4,NA,NA,NA,4,4,NA,NA,NA,4,4.6773,NA,NA,NA,4.6773
BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),LANAO DEL SUR,GANASSI,MACABAO,2,NA,NA,NA,2,2,NA,NA,NA,2,1.3985,NA,NA,NA,1.3985
BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),LANAO DEL SUR,GANASSI,PANGGAWALUPA,1,NA,13,NA,14,1,NA,13,NA,14,1.1484,NA,9.4091,NA,10.5575
BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),LANAO DEL SUR,GANASSI,PANTAON,17,NA,NA,NA,17,17,NA,NA,NA,17,21.6607,NA,NA,NA,21.6607
BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),LANAO DEL SUR,GANASSI,PARA-ABA,36,NA,NA,NA,36,36,NA,NA,NA,36,27.5274,NA,NA,NA,27.5274
BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),LANAO DEL SUR,KAPAI,DILABAYAN,1,1,26,NA,28,1,1,25,NA,27,0.5255,0.7838,38.9628,NA,40.2721
BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),LANAO DEL SUR,KAPAI,MACADAR,2,NA,8,NA,10,2,NA,8,NA,10,0.7563,NA,3.5117,NA,4.268
BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),LANAO DEL SUR,KAPAI,PAGALONGAN,NA,NA,16,NA,16,NA,NA,16,NA,16,NA,NA,21.8546,NA,21.8546
BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),LANAO DEL SUR,KAPAI,PANTAON,1,NA,24,NA,25,1,NA,24,NA,25,0.6296,NA,15.0758,NA,15.7054
BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),LANAO DEL SUR,KAPAI,PARAO,4,NA,30,NA,34,4,NA,30,NA,34,3.0591,NA,24.8944,NA,27.953500000000002
BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),LANAO DEL SUR,KAPATAGAN,BONGABONG,2,NA,NA,NA,2,2,NA,NA,NA,2,11.7905,NA,NA,NA,11.7905
BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),LANAO DEL SUR,KAPATAGAN,PINANTAO,4,NA,NA,NA,4,4,NA,NA,NA,4,3.8044000000000002,NA,NA,NA,3.8044000000000002
BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),LANAO DEL SUR,LUMBA-BAYABAO (MAGUING),BUADLUMBAC,1,35,1,NA,37,1,35,1,NA,37,0.2708,31.3791,0.451,NA,32.1009
BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),LANAO DEL SUR,LUMBA-BAYABAO (MAGUING),CABASARAN,NA,57,NA,NA,57,NA,48,NA,NA,48,NA,31.62,NA,NA,31.62
BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),LANAO DEL SUR,LUMBA-BAYABAO (MAGUING),CORMATANLANGBAN,NA,16,NA,NA,16,NA,16,NA,NA,16,NA,19.5151,NA,NA,19.5151
BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),LANAO DEL SUR,LUMBA-BAYABAO (MAGUING),DIALONGANA,NA,26,NA,3,29,NA,26,NA,3,29,NA,23.16,NA,2.8,25.96
BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),LANAO DEL SUR,LUMBA-BAYABAO (MAGUING),DILINDONGAN-CADAYONAN,NA,36,NA,4,40,NA,36,NA,4,40,NA,21.785800000000002,NA,2.727,24.5128
BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),LANAO DEL SUR,LUMBA-BAYABAO (MAGUING),GADONGAN,NA,NA,NA,6,6,NA,NA,NA,6,6,NA,NA,NA,14.1769,14.1769
BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),LANAO DEL SUR,LUMBA-BAYABAO (MAGUING),LAMA,NA,2,NA,NA,2,NA,2,NA,NA,2,NA,2.17,NA,NA,2.17
BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),LANAO DEL SUR,LUMBA-BAYABAO (MAGUING),LUMBACBACAYAWAN,NA,26,NA,NA,26,NA,26,NA,NA,26,NA,16.3213,NA,NA,16.3213
BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),LANAO DEL SUR,LUMBA-BAYABAO (MAGUING),MAPANTAO,33,12,NA,19,64,33,12,NA,19,64,45.23,10.01,NA,20.55,75.79
BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),LANAO DEL SUR,LUMBA-BAYABAO (MAGUING),POSUDARAGAT,1,19,NA,1,21,1,19,NA,1,21,2.3074,24.0604,NA,1.043,27.410800000000002
BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),LANAO DEL SUR,LUMBA-BAYABAO (MAGUING),RUMAYAS,NA,65,NA,NA,65,NA,65,NA,NA,65,NA,46.8595,NA,NA,46.8595
BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),LANAO DEL SUR,LUMBA-BAYABAO (MAGUING),TALUAN,NA,19,NA,NA,19,NA,19,NA,NA,19,NA,9.33,NA,NA,9.33
BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),LANAO DEL SUR,LUMBA-BAYABAO (MAGUING),TAMLANG,NA,12,NA,2,14,NA,12,NA,2,14,NA,8.23,NA,1.94,10.17
BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),LANAO DEL SUR,LUMBA-BAYABAO (MAGUING),TUROGAN,NA,11,7,NA,18,NA,11,7,NA,18,NA,13.925,6.6091999999999995,NA,20.5342
BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),LANAO DEL SUR,LUMBACA-UNAYAN,BETA,3,NA,NA,NA,3,3,NA,NA,NA,3,3.74,NA,NA,NA,3.74
BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),LANAO DEL SUR,LUMBACA-UNAYAN,DIMAPAOK,69,NA,NA,NA,69,69,NA,NA,NA,69,47.2149,NA,NA,NA,47.2149
BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),LANAO DEL SUR,LUMBACA-UNAYAN,ORIENTALBETA,9,NA,NA,NA,9,9,NA,NA,NA,9,2.91,NA,NA,NA,2.91
BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),LANAO DEL SUR,LUMBACA-UNAYAN,TRINGUN,18,NA,1,NA,19,18,NA,1,NA,19,14.32,NA,0.32,NA,14.64
BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),LANAO DEL SUR,LUMBATAN,MADAYA,1,NA,NA,NA,1,1,NA,NA,NA,1,0.57,NA,NA,NA,0.57
BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),LANAO DEL SUR,LUMBATAN,MINANGA,34,14,8,NA,56,34,14,8,NA,56,21.705000000000002,9.3498,5.3065999999999995,NA,36.3614
BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),LANAO DEL SUR,LUMBATAN,TAMBAC,25,NA,24,NA,49,25,NA,24,NA,49,14.2079,NA,16.3711,NA,30.579
BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),LANAO DEL SUR,LUMBAYANAGUE,BAGOAINGUD,9,NA,NA,NA,9,9,NA,NA,NA,9,5.5831,NA,NA,NA,5.5831
BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),LANAO DEL SUR,LUMBAYANAGUE,CASALAYAN,NA,NA,8,NA,8,NA,NA,8,NA,8,NA,NA,4.2132000000000005,NA,4.2132000000000005
BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),LANAO DEL SUR,LUMBAYANAGUE,KABASARAN(POB.),NA,1,NA,NA,1,NA,1,NA,NA,1,NA,1,NA,NA,1
BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),LANAO DEL SUR,LUMBAYANAGUE,MINIROS,9,NA,5,NA,14,9,NA,5,NA,14,7.9144,NA,2.7294,NA,10.6438
BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),LANAO DEL SUR,LUMBAYANAGUE,PANTAON,2,NA,NA,NA,2,2,NA,NA,NA,2,1.7576,NA,NA,NA,1.7576
BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),LANAO DEL SUR,LUMBAYANAGUE,WAGO,48,NA,NA,1,49,45,NA,NA,1,46,38.9721,NA,NA,0.7159,39.688
BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),LANAO DEL SUR,MADALUM,BASAK,43,1,NA,NA,44,43,1,NA,NA,44,40.8145,0.4878,NA,NA,41.3023
BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),LANAO DEL SUR,MADALUM,BATO,9,NA,NA,NA,9,8,NA,NA,NA,8,5.4,NA,NA,NA,5.4
BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),LANAO DEL SUR,MADALUM,DELAUSAN,4,NA,NA,NA,4,4,NA,NA,NA,4,1.5811,NA,NA,NA,1.5811
BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),LANAO DEL SUR,MADALUM,DIAMPACA,46,NA,4,NA,50,46,NA,4,NA,50,16.3926,NA,1.4337,NA,17.8263
BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),LANAO DEL SUR,MADALUM,LIANGAN,9,NA,NA,NA,9,9,NA,NA,NA,9,11.077,NA,NA,NA,11.077
BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),LANAO DEL SUR,MADALUM,LIANGANI,3,NA,NA,NA,3,3,NA,NA,NA,3,1.4605000000000001,NA,NA,NA,1.4605000000000001
BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),LANAO DEL SUR,MADALUM,MADAYA,7,NA,NA,NA,7,7,NA,NA,NA,7,1.92,NA,NA,NA,1.92
BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),LANAO DEL SUR,MADALUM,PAGAYAWAN,9,NA,NA,NA,9,9,NA,NA,NA,9,1.9062,NA,NA,NA,1.9062
BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),LANAO DEL SUR,MADALUM,RAYA,3,NA,NA,NA,3,3,NA,NA,NA,3,1.5,NA,NA,NA,1.5
BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),LANAO DEL SUR,MADALUM,SABANDING,61,1,NA,NA,62,61,1,NA,NA,62,47.4348,0.9018,NA,NA,48.3366
BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),LANAO DEL SUR,MADAMBA,BALINTAD,23,NA,NA,NA,23,23,NA,NA,NA,23,19.2351,NA,NA,NA,19.2351
BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),LANAO DEL SUR,MADAMBA,BAWANG,23,NA,NA,NA,23,23,NA,NA,NA,23,17.6318,NA,NA,NA,17.6318
BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),LANAO DEL SUR,MADAMBA,BIABE,34,NA,NA,NA,34,34,NA,NA,NA,34,35.6583,NA,NA,NA,35.6583
BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),LANAO DEL SUR,MADAMBA,ILIAN,35,NA,NA,NA,35,35,NA,NA,NA,35,25.6097,NA,NA,NA,25.6097
BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),LANAO DEL SUR,MADAMBA,LAKITAN,3,NA,NA,NA,3,3,NA,NA,NA,3,2.84,NA,NA,NA,2.84
BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),LANAO DEL SUR,MADAMBA,LIANGAN,127,NA,NA,NA,127,127,NA,NA,NA,127,129.5299,NA,NA,NA,129.5299
BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),LANAO DEL SUR,MADAMBA,LUMBACAINGUD,8,NA,NA,NA,8,8,NA,NA,NA,8,6.1293,NA,NA,NA,6.1293
BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),LANAO DEL SUR,MADAMBA,PANTAON,41,NA,NA,NA,41,41,NA,NA,NA,41,17.9671,NA,NA,NA,17.9671
BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),LANAO DEL SUR,MADAMBA,TAMBO,114,NA,NA,NA,114,114,NA,NA,NA,114,110.36,NA,NA,NA,110.36
BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),LANAO DEL SUR,MADAMBA,TUBARAN,13,NA,NA,NA,13,13,NA,NA,NA,13,18.7467,NA,NA,NA,18.7467
BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),LANAO DEL SUR,MADAMBA,UYAANPROPER(POB.),19,NA,NA,NA,19,19,NA,NA,NA,19,14.615,NA,NA,NA,14.615
BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),LANAO DEL SUR,MAGUING,BALAGUNUN,NA,NA,28,NA,28,NA,NA,28,NA,28,NA,NA,37.8755,NA,37.8755
BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),LANAO DEL SUR,MAGUING,BOTUD,NA,28,NA,NA,28,NA,28,NA,NA,28,NA,30.1803,NA,NA,30.1803
BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),LANAO DEL SUR,MAGUING,CAMALIG,NA,NA,30,NA,30,NA,NA,30,NA,30,NA,NA,25.13,NA,25.13
BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),LANAO DEL SUR,MAGUING,DILAUSAN(POB.),NA,NA,33,NA,33,NA,NA,33,NA,33,NA,NA,15.2528,NA,15.2528
BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),LANAO DEL SUR,MAGUING,LUMBAC,8,16,1,NA,25,8,16,1,NA,25,4.6493,10.7695,0.1866,NA,15.6054
BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),LANAO DEL SUR,MAGUING,MADANDING,NA,NA,32,NA,32,NA,NA,32,NA,32,NA,NA,10.611600000000001,NA,10.611600000000001
BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),LANAO DEL SUR,MAGUING,MADAYA,NA,NA,6,NA,6,NA,NA,6,NA,6,NA,NA,3.7500999999999998,NA,3.7500999999999998
BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),LANAO DEL SUR,MAGUING,MALUNGUNBOROCOT,NA,NA,19,NA,19,NA,NA,19,NA,19,NA,NA,5.5969999999999995,NA,5.5969999999999995
BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),LANAO DEL SUR,MALABANG,MABLE,NA,NA,2,NA,2,NA,NA,2,NA,2,NA,NA,3.5053,NA,3.5053
BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),LANAO DEL SUR,MALABANG,MADAYA,NA,NA,5,NA,5,NA,NA,5,NA,5,NA,NA,3.1734999999999998,NA,3.1734999999999998
BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),LANAO DEL SUR,MARANTAO,BUBONGMADANDING(BUBONG),19,NA,NA,NA,19,19,NA,NA,NA,19,47.4489,NA,NA,NA,47.4489
BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),LANAO DEL SUR,MARANTAO,CAMALIG(POB.),30,NA,NA,NA,30,30,NA,NA,NA,30,11.1168,NA,NA,NA,11.1168
BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),LANAO DEL SUR,MARANTAO,CAMALIGBANDARAINGUD,27,NA,NA,NA,27,26,NA,NA,NA,26,30.1072,NA,NA,NA,30.1072
BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),LANAO DEL SUR,MARANTAO,CAWAYAN,21,NA,NA,NA,21,19,NA,NA,NA,19,36.3122,NA,NA,NA,36.3122
BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),LANAO DEL SUR,MARANTAO,CAWAYANKALAW,12,NA,NA,NA,12,12,NA,NA,NA,12,14.6223,NA,NA,NA,14.6223
BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),LANAO DEL SUR,MARANTAO,ILIAN,21,NA,NA,NA,21,21,NA,NA,NA,21,29.482499999999998,NA,NA,NA,29.482499999999998
BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),LANAO DEL SUR,MARANTAO,MATAMPAY,1,NA,NA,NA,1,1,NA,NA,NA,1,1.88,NA,NA,NA,1.88
BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),LANAO DEL SUR,MARANTAO,PAGALONGANBACAYAWAN,9,NA,NA,NA,9,9,NA,NA,NA,9,13.46,NA,NA,NA,13.46
BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),LANAO DEL SUR,MARAWI CITY (CAPITAL),DULAY,NA,NA,37,NA,37,NA,NA,37,NA,37,NA,NA,23.6023,NA,23.6023
BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),LANAO DEL SUR,MARAWI CITY (CAPITAL),PATANI,NA,NA,13,NA,13,NA,NA,13,NA,13,NA,NA,5.62,NA,5.62
BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),LANAO DEL SUR,MAROGONG,BALUT,1,NA,NA,NA,1,1,NA,NA,NA,1,5.0364,NA,NA,NA,5.0364
BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),LANAO DEL SUR,MAROGONG,BOLAWAN,6,NA,NA,NA,6,6,NA,NA,NA,6,7.55,NA,NA,NA,7.55
BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),LANAO DEL SUR,MAROGONG,BONGA,1,NA,NA,NA,1,1,NA,NA,NA,1,0.79,NA,NA,NA,0.79
BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),LANAO DEL SUR,MAROGONG,CAIRANTANG,1,NA,NA,NA,1,1,NA,NA,NA,1,1.335,NA,NA,NA,1.335
BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),LANAO DEL SUR,MAROGONG,PABRICA,2,NA,NA,NA,2,2,NA,NA,NA,2,3.92,NA,NA,NA,3.92
BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),LANAO DEL SUR,MASIU,ALUMPANGPAINOMIMBALAY,NA,38,NA,NA,38,NA,38,NA,NA,38,NA,20.017,NA,NA,20.017
BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),LANAO DEL SUR,MASIU,CARAMIANALIMRAYA,NA,16,NA,NA,16,NA,16,NA,NA,16,NA,10.7903,NA,NA,10.7903
BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),LANAO DEL SUR,MASIU,GINDOLONGANALABAT,NA,4,5,NA,9,NA,4,5,NA,9,NA,1.3248,3.0971,NA,4.4219
BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),LANAO DEL SUR,MASIU,LAKADUN,NA,3,15,NA,18,NA,3,15,NA,18,NA,0.8799,10.3932,NA,11.2731
